"id","date","tweet","insult_1","target_1","insult_2","target_2","insult_3","target_3","insult_4","target_4","insult_5","target_5","insult_6","target_6"
"128",2015-08-09,"It amazes me that other networks seem to treat me so much better than @FoxNews. I brought them the biggest ratings in history, & I get zip!","other networks seem to treat me so much better than Fox News","fox-news",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",2015-08-09,"Small crowds at @RedState today in Atlanta. People were very angry at EWErickson, a major sleaze and buffoon who has saved me time and money","small crowds","red-state","a major sleaze and buffoon","erick-erickson",NA,NA,NA,NA,NA,NA,NA,NA
"130",2015-08-10,"Enough is Enough- no more Bushes! https://t.co/0k0Y0pgbhC","no more Bushes","jeb-bush","no more Bushes","george-w-bush","no more Bushes","george-h-w-bush",NA,NA,NA,NA,NA,NA
"131",2015-08-11,"The #IranDeal is a catastrophe that must be stopped. Will lead to at least partial world destruction & make Iran a force like never before.","is a catastrophe","iran-deal","will lead to at least partial world destruction","iran-deal",NA,NA,NA,NA,NA,NA,NA,NA
"132",2015-08-11,"Truly weird Senator Rand Paul of Kentucky reminds me of a spoiled brat without a properly functioning brain. He was terrible at DEBATE!","truly weird","rand-paul","reminds me of a spoiled brat without a properly functioning brain","rand-paul",NA,NA,NA,NA,NA,NA,NA,NA
"133",2015-08-11,"We must stop the crime and killing machine that is illegal immigration. Rampant problems will only get worse. Take back our country!","crime and killing machine","illegal-immigration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",2015-08-11,"Why is @RandPaul allowed to take advantage of the people of Kentucky by running for Senator and Pres. Why should Kentucky be back up plan?","Why is @RandPaul allowed to take advantage of the people of Kentucky","rand-paul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",2015-08-13,"@AP and @HuffingtonPost should change their fraudulent story to say THAT I DROPPED @NBC & The Apprentice to run for President!","should change their fraudulent story","associated-press","should change their fraudulent story","huffington-post",NA,NA,NA,NA,NA,NA,NA,NA
"136",2015-08-17,"The polls have been really amazing--we are all tired of incompetent politicians and bad deals! http://t.co/wZiNNsvZx2","incompetent","politicians","we are all tired [of them]","politicians","we are all tired [of them]","bad-deals",NA,NA,NA,NA,NA,NA
"137",2015-08-17,"Why does @FoxNews keep George Will as a talking head? Wrong on so many subjects!","wrong on so many subjects","george-will",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",2015-08-21,"@TomLlamasABC cannot report the news truthfully. Why not apologize for your fraudulent story on World News Tonight.Gang members & criminals","cannot report the news truthfully","tom-llamas","fraudulent story","tom-llamas",NA,NA,NA,NA,NA,NA,NA,NA
"139",2015-08-21,"@WNTonight please correct your story tonight. The public is fed-up with bad reporting for the sake of sensationalizing something!","bad reporting","world-news-tonight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",2015-08-21,"@ABCPolitics must apologize. My statement ""we're going to get them out so fast, so quick"" applied to hard core criminals & gang members. LIE","LIE","abc-politics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",2015-08-22,"@politico covers me more inaccurately than any other media source, and that is saying something. They go out of their way to distort truth!","covers me more inaccurately than any other media source","politico","go out of their way to distort truth!","politico",NA,NA,NA,NA,NA,NA,NA,NA
"142",2015-08-22,"How is Bernie Sanders going to defend our country if he can't even defend his own microphone? Very sad!","can't even defend his own microphone","bernie-sanders","Very sad!","bernie-sanders",NA,NA,NA,NA,NA,NA,NA,NA
"143",2015-08-22,"Jeb Bush has a photoshopped photo for an ad which gives him a black left hand and much different looking body. Jeb just can't get it right!","just can't get it right!","jeb-bush",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",2015-08-22,"Jeb Bush is weak on illegal immigration, in favor of common core, bad on women's health issues and thinks the Iraq war was a good thing.","weak on illegal immigration","jeb-bush","bad on women's health issues","jeb-bush",NA,NA,NA,NA,NA,NA,NA,NA
"145",2015-08-25,"@GovernorPataki did a terrible job as Governor of New York. If he ran again, he would have lost in a landslide. He and Graham ZERO in polls","did a terrible job","george-pataki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",2015-08-25,"@megynkelly must have had a terrible vacation, she is really off her game. Was afraid to confront Dr. Cornel West. No clue on immigration!","really off her game","megyn-kelly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",2015-08-31,"Huma Abedin, the top aide to Hillary Clinton and the wife of perv sleazebag Anthony Wiener, was a major security risk as a collector of info","perv","anthony-weiner","sleazebag","anthony-weiner","was a major security risk","huma-abedin",NA,NA,NA,NA,NA,NA
"148",2015-09-01,"Yet another weak hit by a candidate with a failing campaign. Will Jeb sink as low in the polls as the others who have gone after me?","a failing campaign","jeb-bush",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",2015-09-02,"A terrible deal with Iran! https://t.co/dHDFOG3tfp","terrible","iran-deal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",2015-09-02,"Every Poll has me winning BIG.If you listen to dopey Karl Rove, a Trump hater, on @oreillyfactor, you would think I'm doing poorly. @FoxNews","dopey","karl-rove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",2015-09-02,"Why does @oreillyfactor and @FoxNews always have Karl Rove on. He spent $430 million and lost ALL races. A dope who said Romney won election","spent $430 million and lost ALL races","karl-rove","dope","karl-rove",NA,NA,NA,NA,NA,NA,NA,NA
"152",2015-09-03,"The deal with Iran will go down as one of the most incompetent ever made. The U.S. lost on virtually every point. We just don't win anymore!","one of the most incompetent ever made","iran-deal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",2015-09-05,"@MeghanMcCain was terrible on @TheFive yesterday. Angry and obnoxious, she will never make it on T.V. @FoxNews can do so much better!","terrible","meghan-mccain","Angry","meghan-mccain","obnoxious","meghan-mccain","she will never make it on T.V.","meghan-mccain",NA,NA,NA,NA
"154",2015-09-05,"Hillary said such nasty things about me, read directly off her teleprompter...but there was no emotion, no truth. Just can't read speeches!","Just can't read speeches!","hillary-clinton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",2015-09-05,"Remember that I am self-funding my campaign. Hillary, Jeb and the rest are spending special interest and lobbyist money.100% CONTROLLED","100% CONTROLLED","hillary-clinton","100% CONTROLLED","jeb-bush",NA,NA,NA,NA,NA,NA,NA,NA
"156",2015-09-05,"Very low ratings radio host Hugh Hewitt asked me about Suleiman, Abu Bake al-Baghdad, Hassan Nasrallah and more - typical ""gotcha"" questions","Very low ratings","hugh-hewitt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",2015-09-05,"Why would a very low ratings radio talk show host like Hugh Hewitt be doing the next debate on @CNN. He is just a 3rd rate ""gotcha"" guy!","just a 3rd rate 'gotcha' guy!","hugh-hewitt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",2015-09-06,"I will be in Washington D.C. on Wednesday,1 P.M.,in front of the Capitol, to protest the horrible and incompetent deal being made with Iran.","horrible","iran-deal","incompetent","iran-deal",NA,NA,NA,NA,NA,NA,NA,NA
"159",2015-09-06,"The phony Club For Growth, which asked me in writing for $1,000,000 (I said no), is now wanting to do negative ads on me. Total hypocrites!","phony","club-for-growth","Total hypocrites!","club-for-growth",NA,NA,NA,NA,NA,NA,NA,NA
"160",2015-09-07,"Both Washington D.C. and DALLAS are turning out to be really big events. D.C. is protest of incompetent Iran deal and Dallas is big speech!","incompetent","iran-deal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",2015-09-07,"Looking forward to being with @SenTedCruz at our big rally in D.C. on Wednesday (1:00 P.M. at the Capitol) to protest insane Iran nuke deal!","insane","iran-deal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",2015-09-08,"Jeb's policies in Florida helped lead to its almost total collapse. Right after he left he went to work for Lehman Brothers—wow!","policies in Florida helped lead to its almost total collapse","jeb-bush",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",2015-09-08,"Look forward to being in DC tomorrow—big crowd expected for our protest against the truly stupid nuclear deal we are making with Iran.","truly stupid","iran-deal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",2015-09-08,"Thank you @IngrahamAngle for your strength & wonderful words last night on @FoxNews, but @KarlRove is easy to beat!","easy to beat!","karl-rove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",2015-09-09,"See you in D.C. tomorrow at 1:00 P.M. at the Capitol to protest the horribly negotiated deal with Iran. Really sad!","horribly negotiated","iran-deal","Really sad!","iran-deal",NA,NA,NA,NA,NA,NA,NA,NA
"166",2015-09-10,"I am on @seanhannity tonight at 10:00 on @FoxNews. Will be talking about my day in D.C., the horrendous nuke deal with Iran and more. Enjoy!","horrendous","iran-deal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",2015-09-10,"I had a great day in D.C. even though the subject was an unpleasant one, the horrible Iran Nuke deal. Amazing crowd and enthusiasm!","horrible","iran-deal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",2015-09-11,"Oh wow, lightweight Governor @BobbyJindal, who is registered at less than 1 percent in the polls, just mocked my hair. So original!","lightweight","bobby-jindal","registered at less than 1 percent in the polls","bobby-jindal",NA,NA,NA,NA,NA,NA,NA,NA
"169",2015-09-12,"I truly understood the appeal of Ron Paul, but his son, @RandPaul, didn't get the right gene.","didn't get the right gene","rand-paul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",2015-09-12,"Lightweight Senator @RandPaul should focus on trying to get elected in Kentucky--- a great state which is embarrassed by him.","Lightweight","rand-paul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",2015-09-13,"Why is someone like George Pataki, who did a terrible job as Governor of N.Y. and registers ZERO in the polls, allowed on the debate stage?","did a terrible job","george-pataki","registers ZERO in the polls","george-pataki",NA,NA,NA,NA,NA,NA,NA,NA
"172",2015-09-15,"@club4growth asked me for $1 million. I said no. Now falsely advertising that I will raise taxes. I'll lower big league for middle class.","falsely advertising","club-for-growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",2015-09-15,"Little respected Club For Growth asked me for $1,000,000 - I said ""NO"". Now they are spending lobbyist and special interest money on ads!","Little respected","club-for-growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",2015-09-15,"My plan will lower taxes for our country, not raise them. Phony @club4growth says I will raise taxes—just another lie.","Phony","club-for-growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",2015-09-19,"Christians need support in our country (and around the world), their religious liberty is at stake! Obama has been horrible, I will be great","horrible","barack-obama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",2015-09-21,"Carly Fiorina did such a horrible job at Lucent and HP, virtually destroying both companies, that she never got another CEO job offer! Pres.","did such a horrible job","carly-fiorina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",2015-09-21,"Carly Fiorina is terrible at business--the last thing our country needs! http://t.co/n7lO0llhK8","terrible at business","carly-fiorina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",2015-09-21,"I am attracting the biggest crowds, by far, and the best poll numbers, also by far. Much of the media is totally dishonest. So sad!","totally dishonest","the-media","So sad!","the-media",NA,NA,NA,NA,NA,NA,NA,NA
"179",2015-09-21,"Jeb has been confused for forty years- https://t.co/MoqjlnwryJ","has been confused for forty years","jeb-bush",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",2015-09-22,"@oreillyfactor, why don't you have some knowledgeable talking heads on your show for a change instead of the same old Trump haters. Boring!","why don't you have some knowledgeable talking heads on your show for a change","oreilly-factor","Boring!","oreilly-factor",NA,NA,NA,NA,NA,NA,NA,NA
"181",2015-09-22,"@RichLowry is truly one of the dumbest of the talking heads - he doesn't have a clue!","truly one of the dumbest of the talking heads","rich-lowry","doesn't have a clue!","rich-lowry",NA,NA,NA,NA,NA,NA,NA,NA
"182",2015-09-23,"@FoxNews has been treating me very unfairly & I have therefore decided that I won't be doing any more Fox shows for the foreseeable future.","has been treating me very unfairly","fox-news",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",2015-09-23,"Do you ever notice that lightweight @megynkelly constantly goes after me but when I hit back it is totally sexist. She is highly overrated!","highly overrated","megyn-kelly","lightweight","megyn-kelly",NA,NA,NA,NA,NA,NA,NA,NA
"184",2015-09-23,"Headline reads"" Rubio passes Bush in Florida poll"" -- Unfair, because Trump destroys them both! Trump 31.5%, Rubio 19.2%, Bush 11.3%","headline","headline",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",2015-09-23,"I think @megynkelly should take another eleven day ""unscheduled"" vacation.","should take another eleven day 'unscheduled' vacation","megyn-kelly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",2015-09-23,"Senator Marco ""amnesty"" Rubio, who has worst voting record in Senate, just hit me on national security-but I said don't go into Iraq. VISION","worst voting record in Senate","marco-rubio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",2015-09-24,"@FoxNews owes me an apology for allowing clueless pundit @RichLowry to use such foul language on TV. Unheard of!","clueless","rich-lowry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",2015-09-24,"@politico, which is not read or respected by many, may be the most dishonest of the media outlets--- and that is saying something.","not read or respected by many","politico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",2015-09-24,"Despite the establishment and the media's best efforts, the people are speaking loudly and clearly. Thank you to my amazing supporters!","despite the[ir] best efforts, the people are speaking loudly and clearly","the-establishment","despite the[ir] best efforts, the people are speaking loudly and clearly","the-media",NA,NA,NA,NA,NA,NA,NA,NA
"190",2015-09-24,"Dishonest @nytimes reporter Jonathan Martin refused to acknowledge massive crowd surge forward… https://t.co/9Emtq4NdbZ","dishonest","jonathan-martin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",2015-09-24,"Incompetent @RichLowry lost it tonight on @FoxNews. He should not be allowed on TV and the FCC should fine him!","incompetent","rich-lowry","should not be allowed on TV","rich-lowry",NA,NA,NA,NA,NA,NA,NA,NA
"192",2015-09-24,"The failing @politico news outlet, which I hear is losing lots of money, is really dishonest!","failing","politico","losing lots of money","politico","really dishonest","politico",NA,NA,NA,NA,NA,NA
